Close_Date,Customer ID,Quantity,Revenue,Profit
6/3/2019,2,6,2451.5,199.6
6/10/2019,2,8,13613.4,1446.19
6/17/2019,2,5,7438.6,243.93
6/24/2019,2,5,3625.9,170.2
7/1/2019,2,7,15981.5,960.66
7/8/2019,2,6,23405.1,847.2
7/15/2019,2,7,9727.5,911.45
7/22/2019,2,18,11140.9,1233.53
7/29/2019,2,4,3730.8,154.32
8/5/2019,2,5,13115.8,473.87
8/12/2019,2,9,15014.2,673.16
8/19/2019,2,7,10209.8,333.78
8/26/2019,2,2,5855.6,294.34
9/2/2019,2,10,12339,832.44
9/9/2019,2,6,2503,229.5
9/16/2019,2,6,22852.8,1675.55
9/23/2019,2,4,6141,425.85
9/30/2019,2,2,5100,
10/7/2019,2,6,5666,473.97
10/14/2019,2,6,7843.8,524.03
10/21/2019,2,5,1480.2,188.79
10/28/2019,2,3,2381.6,435.79
11/4/2019,2,7,13574.8,294.47
11/11/2019,2,7,5651.6,363.54
11/18/2019,2,5,6304.9,239.14
11/25/2019,2,6,6880.9,591.66
12/2/2019,2,5,4660.2,491.83
12/9/2019,2,1,980.6,90.94
12/16/2019,2,8,12268,601.7
12/30/2019,2,8,12590.7,879.73
1/6/2020,2,8,3658.6,622.04
1/13/2020,2,7,5335.5,925.91
1/20/2020,2,14,19942.1,2858.5
1/27/2020,2,5,2727.2,199.18
2/3/2020,2,13,27136.8,1191.47
2/10/2020,2,8,17211,2218.08
2/17/2020,2,3,2187.5,190.1
2/24/2020,2,6,9180.8,1343.31
3/2/2020,2,2,1521.7,132.78
3/9/2020,2,9,3602.7,269.53
3/16/2020,2,8,5287.6,809.23
3/23/2020,2,10,4305.2,358
3/30/2020,2,4,15786,1237.8
4/6/2020,2,3,3281.6,290.27
4/13/2020,2,6,7360.9,183.85
4/20/2020,2,2,3375,84.52
4/27/2020,2,3,4977.9,96.21
4/1/2019,3,9,5205.9,391.8
4/8/2019,3,7,11248.8,846.37
4/15/2019,3,14,22698,1841.41
4/22/2019,3,15,27171.9,1946.89
4/29/2019,3,16,15085.3,1405.25
5/6/2019,3,11,22635.2,899.16
5/13/2019,3,18,24432,1663.91
5/20/2019,3,11,8788.2,664.14
5/27/2019,3,4,899.5,220.41
6/3/2019,3,9,4929.9,404.28
6/10/2019,3,13,14966.5,604.23
6/17/2019,3,6,8859.5,845.61
6/24/2019,3,9,21895.5,1556.4
7/1/2019,3,7,8707,612.76
7/8/2019,3,12,26096.5,2689.15
7/15/2019,3,12,26240.4,682.79
7/22/2019,3,16,14135.2,1060.23
7/29/2019,3,13,13840,2157.17
8/5/2019,3,14,11788.9,888.92
8/12/2019,3,8,13482.8,907.33
8/19/2019,3,8,1921.1,304.77
8/26/2019,3,11,23075,1760.14
9/9/2019,3,4,2634.6,311.95
9/16/2019,3,14,15624.3,2374.51
9/23/2019,3,11,12648.3,978.23
9/30/2019,3,20,17568.8,2041.37
10/7/2019,3,13,21200.6,985.6
10/14/2019,3,20,29436.9,1843.61
10/21/2019,3,16,27390.5,2106.15
10/28/2019,3,13,21076.6,2312.84
11/4/2019,3,23,27432,2229.57
11/11/2019,3,17,46334,2221.94
11/18/2019,3,10,6398.1,488.54
11/25/2019,3,13,14108.5,700.98
12/2/2019,3,7,9669.1,554.15
12/9/2019,3,3,4590,769.87
12/16/2019,3,5,7189.5,292.02
12/30/2019,3,20,39013.1,2959.93
1/6/2020,3,19,21846,1704.26
1/13/2020,3,18,19353.5,1982.65
1/20/2020,3,26,33636.1,1426.92
1/27/2020,3,6,9689.5,740.99
2/3/2020,3,18,13152,1163.49
2/10/2020,3,8,2784,278.53
2/17/2020,3,15,18675.2,5995.41
2/24/2020,3,5,8269.8,681.78
3/2/2020,3,14,12959,2020.05
3/9/2020,3,4,3649,398.45
3/16/2020,3,5,1799,196.86
3/23/2020,3,19,23600.5,2426.41
3/30/2020,3,5,13249.5,894.69
4/6/2020,3,9,16054.3,1432.11
4/13/2020,3,11,3783.5,285.24
4/20/2020,3,8,12738.5,718.64
4/27/2020,3,7,15998.5,782.74
4/1/2019,4,11,3749.4,701.72
4/8/2019,4,8,729.5,583.29
4/15/2019,4,6,23279.5,2798.19
4/22/2019,4,8,5820,539.77
4/29/2019,4,8,5211.5,607.45
5/6/2019,4,3,4300,31.34
5/13/2019,4,8,1709.5,403.32
5/20/2019,4,10,3468.5,472.33
5/27/2019,4,5,4321,404.23
6/3/2019,4,11,19379,2028.93
6/10/2019,4,8,7540.8,1313.83
6/17/2019,4,11,2839,503.5
6/24/2019,4,12,6833.5,1242.41
7/1/2019,4,5,1640,105.33
7/8/2019,4,9,500,359.19
7/15/2019,4,6,3599.5,312.56
7/22/2019,4,10,8549.5,706.52
7/29/2019,4,8,2429.5,480.25
8/5/2019,4,9,3219.5,406.92
8/12/2019,4,5,1449.5,171.88
8/19/2019,4,11,3069.5,825.78
8/26/2019,4,11,4468.9,885.4
9/9/2019,4,10,5189,747.75
9/16/2019,4,12,9591.9,1633.7
9/23/2019,4,7,5828.5,501.87
9/30/2019,4,11,4509.5,1442.49
10/7/2019,4,4,639,271.41
10/14/2019,4,7,1329.5,117.42
10/21/2019,4,11,3701.5,593.2
10/28/2019,4,12,4519.5,665.31
11/4/2019,4,10,2629,490.79
11/11/2019,4,14,6057.5,712.35
11/18/2019,4,17,11500.5,1236.6
11/25/2019,4,9,6620,530.89
12/2/2019,4,6,5219.5,791.8
12/9/2019,4,6,1889.5,658.4
12/16/2019,4,10,3739.5,1070.45
12/30/2019,4,14,9449,4329.43
1/6/2020,4,13,3851,475.01
1/13/2020,4,16,1549.5,105.21
1/20/2020,4,10,2459,394.59
1/27/2020,4,6,8019.5,1935.77
2/3/2020,4,6,1899,317.57
2/10/2020,4,10,4189,706.65
2/17/2020,4,9,6879.9,459.07
2/24/2020,4,6,1649.5,430.65
3/2/2020,4,4,309.5,168.92
3/9/2020,4,10,1949,370.92
3/16/2020,4,8,3909.5,354.43
3/23/2020,4,9,1419.5,11372.25
3/30/2020,4,7,2100,204.86
4/6/2020,4,5,589.5,174.33
4/13/2020,4,7,4649,1094.3
4/20/2020,4,7,5669.9,643.12
4/27/2020,4,10,5328.5,429.13
4/1/2019,5,2,354,62.01
4/8/2019,5,5,3902,345.33
4/15/2019,5,4,2364,177.91
4/22/2019,5,6,1240,289.29
4/29/2019,5,2,600,596
5/6/2019,5,10,3716,495.1
5/13/2019,5,3,998,188.6
5/20/2019,5,5,2196.7,362.9
5/27/2019,5,6,650,184.54
6/3/2019,5,11,7002,1163.64
6/10/2019,5,8,2914,547.94
6/17/2019,5,6,13903.5,618.84
6/24/2019,5,9,3746,393.27
7/1/2019,5,8,2822,491.85
7/8/2019,5,7,4732,827.26
7/15/2019,5,11,4160,347.52
7/22/2019,5,5,1568,1006.1
7/29/2019,5,8,8316,767.56
8/5/2019,5,3,3070,51.41
8/12/2019,5,7,5654,492.74
8/19/2019,5,2,1920,333.33
8/26/2019,5,2,234,62.69
9/9/2019,5,6,2748,331.29
9/16/2019,5,4,3114,379.95
9/23/2019,5,5,520,200.73
9/30/2019,5,8,2118,496.61
10/7/2019,5,6,890,741.31
10/14/2019,5,7,4770,987.62
10/21/2019,5,3,1494,659.05
10/28/2019,5,8,8222,1665.9
11/4/2019,5,3,1740,763.64
11/11/2019,5,4,3853.5,1104.08
11/18/2019,5,8,1562,360.53
11/25/2019,5,6,2512,365.95
12/2/2019,5,3,620,307.19
12/9/2019,5,3,490,106.9
12/16/2019,5,5,1430,421.31
12/30/2019,5,11,4966,561.71
1/6/2020,5,8,13082.7,1650.82
1/13/2020,5,7,7650.7,832.31
1/20/2020,5,5,5044,594.55
1/27/2020,5,5,2240.5,260.03
2/3/2020,5,6,7824,982.3
2/10/2020,5,1,572,49.26
2/17/2020,5,5,894,333.92
2/24/2020,5,6,834,337
3/2/2020,5,6,1594,325.1
3/9/2020,5,5,2994,435.22
3/16/2020,5,6,4579.4,702.9
3/23/2020,5,4,8169,1408.8
3/30/2020,5,2,949.5,39.9
4/6/2020,5,2,630,49.05
4/13/2020,5,2,384,98.76
4/20/2020,5,2,580,115.44
4/27/2020,5,5,3190,451.28
4/1/2019,6,28,67787.7,6202.96
4/8/2019,6,31,38648.6,4122.32
4/15/2019,6,19,16934.2,1679.89
4/22/2019,6,21,44196.9,3344.61
4/29/2019,6,29,43750.3,2104.59
5/6/2019,6,25,16000,1586.96
5/13/2019,6,27,59063.4,5005.25
5/20/2019,6,23,26258.5,2135.2
6/3/2019,6,30,26055.1,1911.95
6/10/2019,6,26,29049,3368.99
6/17/2019,6,24,70519,8377.28
6/24/2019,6,29,23298.6,1847.11
7/1/2019,6,33,43129.5,6338.54
7/8/2019,6,43,39546.8,3547.21
7/15/2019,6,27,59546.7,6085.1
7/22/2019,6,29,24549.9,2727.36
7/29/2019,6,33,73922,9379.89
8/5/2019,6,26,42082.7,6989.19
8/12/2019,6,28,40521,3348.63
8/19/2019,6,29,36048.2,3299.24
8/26/2019,6,31,44782.9,4576.18
9/9/2019,6,35,39159.3,4036.77
9/16/2019,6,28,30042.9,2387.04
9/23/2019,6,26,37607.6,2996.23
9/30/2019,6,26,43289.4,4026.26
10/7/2019,6,31,54031.5,4946.18
10/14/2019,6,27,27429.7,4493.87
10/21/2019,6,39,68310.5,9049.89
10/28/2019,6,27,59539.6,5096.84
11/4/2019,6,27,30677.6,2882.71
11/11/2019,6,27,41509.6,5091.77
11/18/2019,6,30,52339,4370.55
11/25/2019,6,33,66472,5716.55
12/2/2019,6,24,19642.8,2732.4
12/9/2019,6,27,33883.6,2907.9
12/16/2019,6,26,25300.7,2936.28
12/30/2019,6,28,33518.5,2486.25
1/6/2020,6,35,37348.6,3130.91
1/13/2020,6,24,24500.7,3480.6
1/20/2020,6,34,25990.1,3153.48
1/27/2020,6,31,29368.7,3428.57
2/3/2020,6,30,58304.7,4572.51
2/10/2020,6,19,37030.6,2455.89
2/17/2020,6,31,20642.4,3312.07
2/24/2020,6,30,50158.4,4173.68
3/2/2020,6,27,44716.4,2661.59
3/9/2020,6,23,32816.9,4367.19
3/16/2020,6,29,25888.3,2670.14
3/23/2020,6,26,38261.7,3260.26
3/30/2020,6,11,14605,1771.71
4/6/2020,6,15,17139.3,4606.09
4/13/2020,6,16,16907.5,1300.32
4/20/2020,6,16,19400.8,1299.43
4/27/2020,6,20,41298.5,3987.79
4/1/2019,7,8,10064.6,1387.82
4/8/2019,7,11,8321.8,585.86
4/15/2019,7,9,17052.6,2630.62
4/22/2019,7,9,17688.8,853.8
4/29/2019,7,12,22048.9,1755.25
5/6/2019,7,12,11570.5,777.33
5/13/2019,7,11,8923.4,712.99
5/20/2019,7,6,22310.6,406.26
5/27/2019,7,6,0,
6/3/2019,7,7,26455.8,2988.11
6/10/2019,7,13,9935,1088.75
6/17/2019,7,4,120,85.67
6/24/2019,7,11,3375,438.26
7/1/2019,7,6,8294.4,897.21
7/8/2019,7,10,24960.1,1946.43
7/15/2019,7,7,12028.6,1143.85
7/22/2019,7,3,1599.5,139.6
7/29/2019,7,11,11725.3,538.21
8/5/2019,7,4,9281.7,1042.57
8/12/2019,7,27,12072,1487.13
8/19/2019,7,20,30269.9,2519.99
8/26/2019,7,22,20286.9,1958.66
9/9/2019,7,10,8549,683.69
9/16/2019,7,10,14402,1512.17
9/23/2019,7,20,11287.7,2272.58
9/30/2019,7,25,21206.4,2176.89
10/7/2019,7,13,4341.4,721.36
10/14/2019,7,26,39682.2,4271.41
10/21/2019,7,13,17771.5,3253.77
10/28/2019,7,20,11463.3,1244.7
11/4/2019,7,10,6620.2,284.03
11/11/2019,7,21,9538.3,1315.41
11/18/2019,7,17,31500.8,3617.22
11/25/2019,7,22,43760.5,3667.77
12/2/2019,7,22,34189.1,3203.55
12/9/2019,7,26,24548.6,2461.45
12/16/2019,7,14,30124.9,3494.13
12/23/2019,7,53,57820.8,7431.87
12/30/2019,7,31,21390.3,1864.65
1/6/2020,7,31,6312.9,864.32
1/13/2020,7,22,17793.7,1490.44
1/20/2020,7,7,9191.6,1035.07
1/27/2020,7,8,7566.6,947.38
2/3/2020,7,6,8888.7,485.35
2/10/2020,7,23,12011.5,2020.14
2/17/2020,7,2,3475,145.34
2/24/2020,7,11,6646.7,322.16
3/2/2020,7,17,15173.2,943.15
3/9/2020,7,15,18201.1,1817.85
3/16/2020,7,15,16740.6,1032.64
3/23/2020,7,10,13575.8,2776.91
3/30/2020,7,2,476.8,64.4
4/6/2020,7,14,31452.1,2692.89
4/13/2020,7,8,998.8,189.67
4/20/2020,7,13,8270.2,875.58
4/27/2020,7,13,9361.3,1363.31
4/1/2019,8,10,6317.8,1825.39
4/8/2019,8,6,4009,583.14
4/15/2019,8,12,10072.8,679.27
4/22/2019,8,15,18226.9,1698.76
4/29/2019,8,12,8847.4,629.38
5/6/2019,8,7,11394.2,1331.3
5/13/2019,8,18,27793.1,1597.05
5/20/2019,8,13,25877.2,2085
5/27/2019,8,17,23740.2,1998.28
6/3/2019,8,17,27026.6,4041.48
6/10/2019,8,31,47089.2,4173.63
6/17/2019,8,21,22349.2,2249.88
6/24/2019,8,18,19177.6,1794.14
7/1/2019,8,22,31123.2,2187.67
7/8/2019,8,10,14443.3,600.87
7/15/2019,8,14,26086.6,879.61
7/22/2019,8,11,14341.3,1665.71
7/29/2019,8,31,23760.7,1971.94
8/5/2019,8,19,11788,1155.67
8/12/2019,8,12,9344.2,1051.93
8/19/2019,8,37,28410.6,3414.79
8/26/2019,8,17,17050.2,1379.81
9/9/2019,8,11,26753.8,1804.84
9/16/2019,8,29,25981.2,1294.65
9/23/2019,8,25,14729,1610.45
9/30/2019,8,26,32211.9,2526.11
10/7/2019,8,12,15645.9,889.34
10/14/2019,8,14,18086.4,1906.08
10/21/2019,8,23,31435.7,1689.9
10/28/2019,8,12,31174.6,2506.24
11/4/2019,8,21,27458.3,2179.66
11/11/2019,8,20,15904.8,962.37
11/18/2019,8,15,26236.2,4393.39
11/25/2019,8,11,28654.4,2468.42
12/2/2019,8,16,5189.5,713.28
12/9/2019,8,11,9948.9,1271.6
12/16/2019,8,22,41385.1,3140.13
12/23/2019,8,20,29227.6,3340.11
12/30/2019,8,22,19611.2,1221.73
1/6/2020,8,11,11816,1026.77
1/13/2020,8,22,34640.1,2096.05
1/20/2020,8,30,21076.6,1769.19
1/27/2020,8,17,26751.2,1302.66
2/3/2020,8,22,13178.4,955.96
2/10/2020,8,10,5236.9,520.05
2/17/2020,8,18,8203.6,1151.69
2/24/2020,8,24,14464.3,684.81
3/2/2020,8,11,12581.9,828.83
3/9/2020,8,12,8107.6,848.64
3/16/2020,8,14,15567.1,1193.53
3/23/2020,8,6,12949.7,582.82
3/30/2020,8,26,56100,4596.93
4/6/2020,8,9,29655.7,3228.83
4/13/2020,8,11,10986.5,1191.29
4/20/2020,8,10,7937.7,485.05
4/27/2020,8,4,4139.5,428.5
4/1/2019,9,25,45241,3598.88
4/8/2019,9,42,18729.6,2208.02
4/15/2019,9,42,41470.4,2915.33
4/22/2019,9,12,22844,1274.95
4/29/2019,9,27,41904.1,4367.66
5/6/2019,9,48,71015.6,5733.77
5/13/2019,9,43,70880.5,6728.32
5/20/2019,9,27,20070.4,1592.3
5/27/2019,9,22,38136.3,2382.04
6/3/2019,9,21,39171.4,3268.97
6/10/2019,9,24,32211.2,2220.31
6/17/2019,9,18,38548.6,3208.04
6/24/2019,9,42,57732.9,6339.07
7/1/2019,9,23,62365.1,6115.49
7/8/2019,9,18,20433.4,1789.77
7/15/2019,9,38,81391.1,6809.84
7/22/2019,9,8,5266.5,913.34
7/29/2019,9,23,47919.5,2549.17
8/5/2019,9,45,49553,4644.32
8/12/2019,9,27,87052.5,9402
8/19/2019,9,8,7529.9,853.15
8/26/2019,9,38,48062.5,5109.25
9/9/2019,9,29,47229.7,4821.01
9/16/2019,9,40,93663.4,16485.94
9/23/2019,9,24,43882.4,4564.81
9/30/2019,9,15,22612.1,2606.37
10/7/2019,9,17,17882.3,1414.79
10/14/2019,9,35,49618.2,4498.45
10/21/2019,9,24,38151.2,3214.65
10/28/2019,9,17,17608.6,1822.54
11/4/2019,9,29,32796.5,4397.17
11/11/2019,9,39,40108.7,4021.87
11/18/2019,9,26,24115.9,2690.8
11/25/2019,9,42,67722.3,7446.34
12/2/2019,9,15,15931.2,1070.84
12/9/2019,9,46,101343.5,8514.23
12/16/2019,9,32,53489.3,4123.88
12/23/2019,9,42,43631.4,4562.62
12/30/2019,9,41,59879.2,7822.71
1/6/2020,9,17,37893.7,2777.71
1/13/2020,9,30,52486.7,5653.45
1/20/2020,9,29,38040.7,5096.36
1/27/2020,9,16,29469.7,1938.5
2/3/2020,9,22,20035.1,2601.5
2/10/2020,9,27,28144.6,2861.96
2/17/2020,9,34,57793,5050.37
2/24/2020,9,17,43276.7,3747.81
3/2/2020,9,18,51455.7,3962.56
3/9/2020,9,37,64192.6,6463.68
3/16/2020,9,34,36777.8,4276.73
3/23/2020,9,34,53053.8,5069.02
3/30/2020,9,27,74862.5,7475.45
4/6/2020,9,21,31169.9,1687.52
4/13/2020,9,6,4049.9,408.24
4/20/2020,9,14,13661.5,1436.74
4/27/2020,9,13,14552.9,1460.42
4/1/2019,10,17,4659.6,1079.3
4/8/2019,10,47,32622.7,4854.45
4/15/2019,10,44,30817,3530.9
4/22/2019,10,40,16999.5,3062.87
4/29/2019,10,47,36456.7,5032.53
5/6/2019,10,39,35773.5,4110.36
5/13/2019,10,30,26419,3290.45
5/20/2019,10,32,31331,3883.19
5/27/2019,10,39,24373.5,4828.55
6/3/2019,10,31,25494.5,2011.77
6/10/2019,10,29,35274,3677.11
6/17/2019,10,32,19104.5,4079.24
6/24/2019,10,37,32289.5,3748.69
7/1/2019,10,13,9599,1450.49
7/8/2019,10,30,35949.5,4531.31
7/15/2019,10,31,18902.4,2706.33
7/22/2019,10,36,42903,4405.06
7/29/2019,10,48,46663.4,5327.19
8/5/2019,10,30,23783.5,1996.97
8/12/2019,10,53,35610,4295.2
8/19/2019,10,41,27073.5,3898.49
8/26/2019,10,39,47665.5,5640.29
9/9/2019,10,41,66534.5,9066.04
9/16/2019,10,39,29800,3961.43
9/23/2019,10,22,28376.8,2583.51
9/30/2019,10,70,63244.5,8635.57
10/7/2019,10,31,28842.5,3726.65
10/14/2019,10,29,26059.5,2763.32
10/21/2019,10,32,27999.3,4163.61
10/28/2019,10,49,67006.5,9359.33
11/4/2019,10,36,28111.3,3991.88
11/11/2019,10,40,41549.5,5575.48
11/18/2019,10,32,36264,3981.42
11/25/2019,10,25,52924.2,5825.35
12/2/2019,10,19,10810,1275.13
12/9/2019,10,36,32944,5632.89
12/16/2019,10,25,20718.5,3283.46
12/30/2019,10,38,34194.3,2685.68
1/6/2020,10,24,34196.5,3057.68
1/13/2020,10,38,36906.3,5016.3
1/20/2020,10,60,47519.8,6087.53
1/27/2020,10,33,36439.5,4533.36
2/3/2020,10,31,15886.8,2748.76
2/10/2020,10,38,23714,2719.32
2/17/2020,10,51,42496.9,4803.6
2/24/2020,10,34,56961,6776.73
3/2/2020,10,18,24811,3101.36
3/9/2020,10,32,24194.8,3806.31
3/16/2020,10,40,38149.2,5153.64
3/23/2020,10,19,26196.5,3274.71
3/30/2020,10,28,52041.4,4093.25
4/6/2020,10,9,5574.5,797.83
4/13/2020,10,9,17554.9,1676.5
4/20/2020,10,9,2574.5,637.37
4/27/2020,10,19,25762.5,2347.57
4/1/2019,11,32,33717.8,3048.03
4/8/2019,11,7,3300,
4/15/2019,11,1,7870.3,923.36
4/22/2019,11,30,27661.7,2237.56
4/29/2019,11,19,16031.7,1580.75
5/6/2019,11,26,25808,8431.01
5/13/2019,11,27,34337.6,4389.02
5/20/2019,11,32,40117.5,6146.17
5/27/2019,11,4,3166,
6/3/2019,11,21,10009.1,1165.2
6/10/2019,11,12,8607,968.03
6/17/2019,11,17,12130.6,847.4
6/24/2019,11,25,11324.1,1294.85
7/1/2019,11,5,4158,393.06
7/8/2019,11,11,3938,617.36
7/15/2019,11,9,6055.5,795.79
7/22/2019,11,18,3515.6,833.65
7/29/2019,11,29,27986.8,1623.05
8/5/2019,11,11,18999.1,1571.59
8/12/2019,11,30,51720.5,6695.43
8/19/2019,11,26,45718.8,3637.18
8/26/2019,11,16,7958,1450.55
9/9/2019,11,24,26231.1,2034.23
9/16/2019,11,17,14504.7,2470.45
9/23/2019,11,10,11210.1,1783.64
9/30/2019,11,39,48772.4,10235.6
10/7/2019,11,22,48069.1,4269.62
10/14/2019,11,11,22246.1,1976.23
10/21/2019,11,9,6819.8,1556.99
10/28/2019,11,1,0,
11/4/2019,11,12,23202.6,2416.89
11/11/2019,11,17,5719.6,1428.4
11/18/2019,11,22,68065.8,14056.14
11/25/2019,11,12,19677.6,3276.66
12/2/2019,11,16,14984,3023.07
12/9/2019,11,10,11353,1783.43
12/16/2019,11,15,16894.8,2575.8
12/30/2019,11,35,49046.5,6777.75
1/6/2020,11,27,18655.1,4931.54
1/13/2020,11,27,21757.7,3405.35
1/20/2020,11,6,4366.2,926.02
1/27/2020,11,23,17819.4,2509.15
2/3/2020,11,9,9060,832.1
2/10/2020,11,10,7512,1777.16
2/17/2020,11,8,9324.6,1659.6
2/24/2020,11,11,12438.2,3521.04
3/2/2020,11,12,10127.1,1880.84
3/9/2020,11,9,11491.1,2021.7
3/16/2020,11,14,16363.5,1845.96
3/23/2020,11,8,4668.5,336.79
3/30/2020,11,18,38119.8,2598.92
4/6/2020,11,22,19450.9,3039.31
4/13/2020,11,21,6209.9,2390.15
4/20/2020,11,10,17351,1997.78
4/27/2020,11,16,20282.2,3211.46
4/1/2019,12,6,4588.7,1028.53
4/8/2019,12,4,18566.3,775.96
4/15/2019,12,5,14061.5,588.06
4/22/2019,12,10,7367.2,1067.24
4/29/2019,12,12,26367.7,1976.21
5/6/2019,12,3,3138.9,187.76
5/13/2019,12,9,6696.4,1102.52
5/20/2019,12,3,474.7,148.7
6/3/2019,12,4,3449.7,583.6
6/10/2019,12,6,6299.3,1114.57
6/17/2019,12,4,4969.7,424.01
6/24/2019,12,3,6904.8,797.79
7/1/2019,12,2,565.4,113.43
7/8/2019,12,2,9685.4,435.05
7/15/2019,12,5,4475.9,587.54
7/22/2019,12,4,4218.6,212.84
7/29/2019,12,6,3082.3,303.34
8/5/2019,12,5,6783.4,375.91
8/12/2019,12,7,5728.5,658.41
8/19/2019,12,6,3868.3,593.69
8/26/2019,12,4,5701,515.28
9/9/2019,12,3,717.5,143.21
9/16/2019,12,5,3691.5,509.09
9/23/2019,12,5,3519.2,437.78
9/30/2019,12,9,14220.1,1782.13
10/7/2019,12,3,4806.9,459.01
10/14/2019,12,7,11841,1278.57
10/21/2019,12,6,5599.2,579.55
10/28/2019,12,2,1536.3,156.29
11/4/2019,12,5,5989.4,585.31
11/11/2019,12,12,9665.2,1192.93
11/18/2019,12,7,10761.3,494.81
11/25/2019,12,8,20444.6,3213.57
12/2/2019,12,5,1754,281.21
12/9/2019,12,4,2472.2,391.3
12/16/2019,12,1,172.4,57.71
